step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
404,CASH_OUT,419996.96,C966184318,0.0,0.0,C1826925447,4305028.31,4725025.28,0,0
347,CASH_IN,367400.4,C84444738,804.0,368204.4,C307107625,0.0,0.0,0,0
374,PAYMENT,23258.97,C661124528,0.0,0.0,M215360221,0.0,0.0,0,0
357,PAYMENT,17412.73,C851504119,14111.1,0.0,M1256216738,0.0,0.0,0,0
161,PAYMENT,1953.16,C788959243,0.0,0.0,M2097442597,0.0,0.0,0,0
181,CASH_OUT,310921.23,C959216774,0.0,0.0,C982639188,327456.05,638377.28,0,0
18,CASH_IN,256367.28,C996002574,5598.0,261965.28,C363236134,466828.04,210460.76,0,0
348,PAYMENT,36155.9,C630578218,105048.0,68892.1,M945577025,0.0,0.0,0,0
214,CASH_IN,44335.12,C1697340144,20615958.26,20660293.38,C1604856285,101837.81,57502.68,0,0
133,CASH_OUT,129035.95,C1695006671,21549.0,0.0,C1818313493,12940.83,141976.78,0,0
328,PAYMENT,31297.2,C147681042,68547.0,37249.8,M383371035,0.0,0.0,0,0
379,TRANSFER,231573.75,C657118535,601.0,0.0,C383636225,846610.94,1078184.69,0,0
16,PAYMENT,15838.94,C456135045,0.0,0.0,M644607025,0.0,0.0,0,0
234,CASH_OUT,85775.2,C391968909,6758.0,0.0,C1288873537,1937452.01,2023227.21,0,0
16,CASH_OUT,211151.48,C1841094171,0.0,0.0,C184427583,365524.0,440739.17,0,0
137,TRANSFER,343168.38,C1937000851,0.0,0.0,C471811727,1991775.0,2334943.38,0,0
351,TRANSFER,349198.16,C2028637166,0.0,0.0,C1525947566,614748.1,963946.27,0,0
712,TRANSFER,16514.64,C1427122202,16514.64,0.0,C420183005,0.0,0.0,1,0
205,CASH_OUT,130879.06,C344166330,0.0,0.0,C388282257,134574.18,265453.24,0,0
136,TRANSFER,370131.41,C584610393,0.0,0.0,C624640927,1371822.38,1741953.79,0,0
397,TRANSFER,40433.84,C1853365530,40433.84,0.0,C367340563,0.0,0.0,1,0
39,CASH_OUT,329911.48,C1994706715,126.0,0.0,C149387322,982319.56,1312231.04,0,0
501,CASH_OUT,6183238.55,C1949843837,6183238.55,0.0,C392599315,1289583.48,7472822.03,1,0
341,CASH_OUT,3011102.29,C1012799951,3011102.29,0.0,C1240944469,1925102.87,4936205.15,1,0
164,CASH_IN,144619.45,C237698978,3761746.44,3906365.89,C366508618,6239564.09,6094944.64,0,0
611,CASH_OUT,904338.88,C1116522843,904338.88,0.0,C591928998,0.0,904338.88,1,0
457,TRANSFER,879136.17,C2075685093,879136.17,0.0,C1475814137,0.0,0.0,1,0
130,PAYMENT,30206.68,C953409571,24358.0,0.0,M710799967,0.0,0.0,0,0
385,PAYMENT,5694.13,C370248683,0.0,0.0,M2145550928,0.0,0.0,0,0
413,TRANSFER,781.93,C765542,781.93,0.0,C1959655312,0.0,0.0,1,0
256,CASH_OUT,317084.96,C769039930,7220.0,0.0,C1910377138,216817.62,533902.58,0,0
130,TRANSFER,174372.75,C262994292,0.0,0.0,C1716985312,614309.17,788681.92,0,0
310,TRANSFER,1334919.42,C17859234,1334919.42,0.0,C121307567,0.0,0.0,1,0
404,CASH_OUT,35904.34,C1866775926,0.0,0.0,C722031911,318304.71,354209.06,0,0
229,PAYMENT,14827.13,C483759304,0.0,0.0,M1671782654,0.0,0.0,0,0
8,CASH_OUT,89631.24,C1938531779,89631.24,0.0,C2048578791,21175.0,0.0,1,0
228,PAYMENT,3071.85,C1561460643,0.0,0.0,M1354140733,0.0,0.0,0,0
65,CASH_OUT,174923.28,C1061805919,174923.28,0.0,C1217320472,0.0,174923.28,1,0
280,CASH_IN,139356.67,C1845518542,99806.0,239162.67,C73294457,0.0,392399.65,0,0
33,PAYMENT,1506.43,C759695088,10001.0,8494.57,M2137395139,0.0,0.0,0,0
455,TRANSFER,338083.76,C2093423573,338083.76,0.0,C1147445635,0.0,0.0,1,0
95,CASH_OUT,313928.3,C498707158,0.0,0.0,C1040847151,15466019.76,15779948.06,0,0
257,CASH_IN,95594.23,C399004644,3354306.62,3449900.84,C2067247262,122422.97,26828.74,0,0
133,PAYMENT,4783.98,C613125076,0.0,0.0,M1596890691,0.0,0.0,0,0
42,CASH_OUT,151169.78,C1607124529,0.0,0.0,C1052887336,3300489.73,3643723.03,0,0
236,CASH_IN,91543.63,C478574629,31198.0,122741.63,C1423187682,1791342.52,1699798.88,0,0
643,CASH_OUT,1707.4,C933301215,1707.4,0.0,C306147226,0.0,1707.4,1,0
260,PAYMENT,9716.99,C2140389795,18147.0,8430.01,M1488394305,0.0,0.0,0,0
57,CASH_OUT,157610.11,C1227085633,157610.11,0.0,C1712237759,949587.48,1107197.59,1,0
324,CASH_IN,468060.73,C580471971,355090.0,823150.73,C1282235415,10508668.75,10040608.01,0,0
274,TRANSFER,379057.93,C1259154516,379057.93,0.0,C605861761,0.0,0.0,1,0
235,CASH_OUT,149087.57,C1769552171,0.0,0.0,C2059110007,798626.76,947714.33,0,0
404,PAYMENT,27347.89,C1859551686,0.0,0.0,M2068426127,0.0,0.0,0,0
353,TRANSFER,275082.0,C229722378,275082.0,0.0,C167926085,0.0,0.0,1,0
48,CASH_OUT,5489302.04,C123757418,5489302.04,0.0,C346649476,1356390.81,6845692.85,1,0
374,TRANSFER,169635.26,C625359422,0.0,0.0,C762002277,399049.03,568684.29,0,0
16,PAYMENT,15404.75,C2051343832,0.0,0.0,M1393558458,0.0,0.0,0,0
379,CASH_OUT,626673.66,C974535194,626673.66,0.0,C617136418,1196558.84,1823232.5,1,0
233,CASH_OUT,94525.81,C2051939075,133949.0,39423.19,C65304313,0.0,94525.81,0,0
36,PAYMENT,13634.72,C116969688,91993.0,78358.28,M621223167,0.0,0.0,0,0
151,CASH_OUT,1766811.07,C1812465307,1766811.07,0.0,C1438776235,618077.7,2384888.77,1,0
178,CASH_IN,157482.91,C674041883,16349277.25,16506760.16,C1892120091,7186414.46,7028931.54,0,0
393,PAYMENT,14097.29,C1791632327,0.0,0.0,M1011899443,0.0,0.0,0,0
406,CASH_OUT,29317.78,C879445578,0.0,0.0,C988230918,662255.86,691573.64,0,0
348,CASH_OUT,3476.01,C1468272324,40586.0,37109.99,C593320282,73765.4,77241.4,0,0
259,CASH_OUT,101066.21,C687601195,17130.57,0.0,C8555904,411814.37,512880.59,0,0
40,CASH_IN,356548.36,C1683939722,306802.51,663350.87,C521926633,1235030.57,878482.2,0,0
332,CASH_OUT,6744.59,C333650297,0.0,0.0,C537106514,15515.04,22259.63,0,0
22,CASH_IN,28580.75,C806681133,1390337.64,1418918.39,C150410915,907328.63,878747.88,0,0
208,CASH_OUT,176549.03,C613812417,0.0,0.0,C1567734252,545242.28,721791.3,0,0
17,PAYMENT,13575.12,C1284212582,0.0,0.0,M1791199880,0.0,0.0,0,0
158,TRANSFER,429781.92,C1732675518,21956.0,0.0,C1359436924,59160.51,503983.08,0,0
238,PAYMENT,3300.69,C1776980260,0.0,0.0,M1295270999,0.0,0.0,0,0
281,TRANSFER,204778.86,C124602239,204778.86,0.0,C1687616355,0.0,0.0,1,0
202,CASH_IN,27280.6,C259856863,3741659.65,3768940.25,C681417624,42428.63,15148.03,0,0
347,CASH_OUT,34624.15,C705919346,0.0,0.0,C923950757,1787223.79,1821847.93,0,0
736,CASH_OUT,3912252.81,C2015532834,3912252.81,0.0,C1094245797,0.0,3912252.81,1,0
139,PAYMENT,4672.34,C1530305559,247507.73,242835.39,M1738214885,0.0,0.0,0,0
253,PAYMENT,3613.85,C831721829,0.0,0.0,M1341675611,0.0,0.0,0,0
517,CASH_IN,228223.06,C410754581,871.0,229094.06,C2103935107,2537070.88,2308847.82,0,0
588,CASH_OUT,15900.19,C1230943217,104363.0,88462.81,C1422451970,88139.22,104039.41,0,0
236,CASH_OUT,374246.92,C513224831,0.0,0.0,C2063725299,924596.15,1308081.02,0,0
258,CASH_OUT,51954.28,C433832907,23911.0,0.0,C976249253,20739.18,169461.96,0,0
401,CASH_OUT,302240.2,C1246911541,0.0,0.0,C534672066,959288.77,1261528.96,0,0
404,CASH_IN,28317.43,C350461864,15626.0,43943.43,C701507180,4270019.58,4241702.15,0,0
599,CASH_OUT,306675.37,C78926936,306675.37,0.0,C3029667,3566083.7,3872759.07,1,0
564,CASH_OUT,174646.46,C2003274337,778.0,0.0,C139352059,0.0,174646.46,0,0
235,CASH_OUT,217186.31,C1993716034,0.0,0.0,C863751267,6208709.69,6425896.0,0,0
202,CASH_OUT,251348.22,C2136471071,0.0,0.0,C454369535,1049029.38,1300377.6,0,0
334,TRANSFER,371325.23,C896982734,0.0,0.0,C1182244063,587068.87,958394.11,0,0
331,CASH_IN,41635.69,C879006378,57568.0,99203.69,C1004632468,0.0,0.0,0,0
104,CASH_OUT,86170.94,C1765660975,86170.94,0.0,C764101152,288270.7,374441.64,1,0
355,CASH_IN,278687.22,C1311461368,40926.0,319613.22,C785806333,438058.23,159371.01,0,0
206,TRANSFER,5903046.38,C338408648,5903046.38,0.0,C1667746886,0.0,0.0,1,0
236,PAYMENT,4986.64,C350449781,0.0,0.0,M1348214865,0.0,0.0,0,0
281,CASH_IN,248296.31,C1690146955,6062801.46,6311097.76,C36644807,877052.07,493904.18,0,0
378,CASH_OUT,65075.74,C221439673,0.0,0.0,C1317520340,900904.33,965980.07,0,0
204,CASH_IN,233537.7,C1125393561,2338589.04,2572126.74,C2087379430,1230239.93,996702.23,0,0
36,PAYMENT,185.1,C512297494,6472.0,6286.9,M949529766,0.0,0.0,0,0
402,CASH_IN,64787.33,C1677858042,8733.0,73520.33,C800055316,0.0,0.0,0,0
165,CASH_IN,194803.51,C1457223267,28191.0,222994.51,C1245219176,80084.75,0.0,0,0
279,CASH_IN,115630.42,C1390244637,3435293.35,3550923.77,C929278454,401366.28,285735.86,0,0
668,TRANSFER,307455.42,C103081762,307455.42,0.0,C132241183,0.0,0.0,1,0
622,TRANSFER,668273.94,C1893589234,668273.94,0.0,C907656239,0.0,0.0,1,0
324,PAYMENT,2685.8,C455448192,0.0,0.0,M428499594,0.0,0.0,0,0
373,CASH_IN,90359.33,C439380492,1463316.86,1553676.2,C1544156359,3024947.81,2934588.47,0,0
276,CASH_OUT,222050.05,C810358586,0.0,0.0,C935802021,2136675.01,2358725.07,0,0
205,CASH_OUT,58932.46,C1228468766,250440.33,191507.87,C1879471973,742918.66,801851.12,0,0
235,CASH_OUT,72812.88,C1309377981,27201.0,0.0,C368380199,212116.78,284929.66,0,0
405,CASH_IN,7591.28,C1033921978,322498.0,330089.28,C206265426,0.0,0.0,0,0
284,PAYMENT,7404.15,C1826934887,0.0,0.0,M1613912068,0.0,0.0,0,0
402,CASH_IN,170233.25,C134850791,107372.0,277605.25,C1274395748,266261.09,96027.85,0,0
328,CASH_OUT,156982.18,C1371119283,0.0,0.0,C1092510151,1164348.64,1321330.82,0,0
536,TRANSFER,116974.87,C2132571279,116974.87,0.0,C1626661706,0.0,0.0,1,0
182,CASH_IN,46047.01,C764334143,42032.0,88079.01,C1924492757,1428922.47,1382875.47,0,0
162,CASH_IN,73979.54,C556927015,1693542.39,1767521.92,C160867367,700614.98,649113.84,0,0
55,CASH_OUT,283400.42,C2116041382,283400.42,0.0,C1772301094,2662439.92,2945840.34,1,0
206,CASH_IN,43033.6,C107137922,18841682.78,18884716.38,C1711665962,110563.0,67529.4,0,0
324,CASH_OUT,160839.03,C554706013,0.0,0.0,C1975769149,1110354.59,1271193.62,0,0
253,CASH_OUT,157628.35,C418787765,157628.35,0.0,C492603644,17051087.32,17208715.67,1,0
20,PAYMENT,344.04,C1185443149,39819.0,39474.96,M421911360,0.0,0.0,0,0
1,PAYMENT,6831.38,C810196347,1088.0,0.0,M1811787796,0.0,0.0,0,0
378,CASH_IN,2113.95,C1123268321,793628.69,795742.64,C1134962266,19349.9,17235.95,0,0
245,TRANSFER,688034.32,C939293281,688034.32,0.0,C1381364691,0.0,0.0,1,0
236,PAYMENT,45004.88,C1219721866,0.0,0.0,M591365432,0.0,0.0,0,0
686,TRANSFER,974452.84,C1044598698,974452.84,0.0,C1435437474,0.0,0.0,1,0
326,TRANSFER,933872.84,C1485768784,0.0,0.0,C699011744,4426503.99,5360376.84,0,0
20,PAYMENT,13505.65,C548012146,41570.0,28064.35,M393213342,0.0,0.0,0,0
236,PAYMENT,2924.01,C1549246956,0.0,0.0,M471658698,0.0,0.0,0,0
54,CASH_OUT,438224.6,C1238831225,438224.6,0.0,C296924123,320697.46,758922.05,1,0
230,CASH_OUT,244912.55,C648696374,0.0,0.0,C1027775816,721314.77,966227.32,0,0
211,CASH_IN,76531.8,C810700448,310559.26,387091.06,C1100809835,121497.97,44966.17,0,0
40,PAYMENT,36834.37,C1487571557,49404.01,12569.64,M1701348964,0.0,0.0,0,0
324,TRANSFER,1244928.48,C1015456741,0.0,0.0,C2096392307,5291713.55,6536642.03,0,0
186,PAYMENT,11023.37,C1630080619,319230.75,308207.38,M506973689,0.0,0.0,0,0
402,CASH_OUT,378960.68,C1449583025,0.0,0.0,C301749835,1189394.14,1568354.81,0,0
9,PAYMENT,16075.6,C1693963584,17030.0,954.4,M586182936,0.0,0.0,0,0
352,CASH_OUT,315721.26,C1613866142,165606.0,0.0,C149057337,0.0,315721.26,0,0
396,CASH_OUT,173279.65,C1524761682,0.0,0.0,C1333746735,352061.94,525341.58,0,0
328,CASH_OUT,15559.33,C693508308,174169.0,158609.67,C556138795,0.0,15559.33,0,0
140,CASH_OUT,69331.19,C413596708,0.0,0.0,C88913022,166237.69,235568.88,0,0
250,PAYMENT,46024.33,C1765438191,41447.62,0.0,M702140499,0.0,0.0,0,0
330,TRANSFER,13014.97,C689469845,0.0,0.0,C1928241284,709254.21,722269.19,0,0
211,CASH_IN,220297.94,C586927729,6209525.03,6429822.97,C1319133620,1110837.9,890539.96,0,0
402,CASH_IN,159621.06,C2080973968,3515227.62,3674848.68,C1270163844,5013732.22,4854111.16,0,0
347,CASH_IN,289481.68,C1452624920,3968815.61,4258297.3,C1063069144,3529485.67,3240003.99,0,0
134,TRANSFER,2460110.25,C17491956,2460110.25,0.0,C983697974,0.0,0.0,1,0
136,CASH_IN,94444.06,C613179741,9366904.95,9461349.01,C422361122,469872.73,375428.68,0,0
469,CASH_IN,130087.03,C1058396406,9557.0,139644.03,C181454074,0.0,0.0,0,0
261,TRANSFER,196561.69,C1808233473,196561.69,0.0,C333956896,0.0,0.0,1,0
119,PAYMENT,6360.6,C202314484,3586.0,0.0,M1062384276,0.0,0.0,0,0
139,CASH_IN,99574.46,C778809079,163721.58,263296.05,C1375750723,1081624.99,982050.53,0,0
725,CASH_OUT,123259.24,C1350230812,123259.24,0.0,C1392776813,1175578.47,1298837.71,1,0
592,CASH_OUT,1798215.73,C1392925972,1798215.73,0.0,C163506875,404840.02,2203055.75,1,0
134,PAYMENT,20270.7,C2019595770,0.0,0.0,M1531761960,0.0,0.0,0,0
323,PAYMENT,2563.51,C470457199,56103.2,53539.69,M2103002282,0.0,0.0,0,0
260,CASH_IN,120065.11,C1023307338,40829.0,160894.11,C519674484,8771986.39,8651921.28,0,0
350,PAYMENT,20925.24,C2004965068,503436.0,482510.76,M1468737073,0.0,0.0,0,0
235,CASH_IN,148885.34,C111188240,183.0,149068.34,C1583514762,66107.96,0.0,0,0
306,CASH_OUT,172752.2,C1457545803,0.0,0.0,C280895991,301252.49,474004.69,0,0
598,PAYMENT,13583.38,C419054299,20295.0,6711.62,M170180146,0.0,0.0,0,0
481,CASH_OUT,1710180.37,C670354135,1710180.37,0.0,C577804571,934700.52,2644880.89,1,0
544,CASH_IN,376616.41,C1887115421,3771530.32,4148146.73,C2041281014,13867220.13,13490603.71,0,0
305,CASH_OUT,1309602.55,C1472962938,1309602.55,0.0,C11257751,119342.55,1428945.1,1,0
185,CASH_OUT,39863.4,C203293254,0.0,0.0,C887147957,262379.18,302242.58,0,0
420,CASH_OUT,116489.77,C504789757,116489.77,0.0,C1731829821,0.0,116489.77,1,0
683,CASH_OUT,93483.23,C1773649560,93483.23,0.0,C2085820540,86882.3,180365.53,1,0
201,PAYMENT,11351.33,C1564054881,62056.0,50704.67,M635316999,0.0,0.0,0,0
254,TRANSFER,1342819.26,C693114824,150559.0,0.0,C1079154311,508683.92,1851503.18,0,0
379,PAYMENT,16909.37,C1953173731,0.0,0.0,M1984359973,0.0,0.0,0,0
621,CASH_OUT,3054359.4,C1436575323,3054359.4,0.0,C832267581,1537363.06,4591722.45,1,0
335,PAYMENT,38208.85,C1281419150,0.0,0.0,M367361176,0.0,0.0,0,0
35,CASH_IN,530520.86,C2129643681,3495258.54,4025779.4,C932493233,639514.48,108993.62,0,0
186,PAYMENT,5174.6,C96809004,314615.88,309441.28,M625746219,0.0,0.0,0,0
554,TRANSFER,9421856.87,C476581036,9421856.87,0.0,C919579772,0.0,0.0,1,0
265,CASH_IN,127419.67,C1298298489,5351237.73,5478657.4,C1842675197,322662.48,195242.81,0,0
370,PAYMENT,35022.91,C784622201,11069.52,0.0,M804745882,0.0,0.0,0,0
192,PAYMENT,8853.2,C1660730373,45032.0,36178.8,M985393624,0.0,0.0,0,0
325,PAYMENT,3118.88,C566961111,72227.0,69108.12,M2078580563,0.0,0.0,0,0
598,PAYMENT,17682.86,C1572778067,11565.0,0.0,M220987115,0.0,0.0,0,0
429,TRANSFER,971788.99,C1014405562,0.0,0.0,C1772064870,5764601.87,6736390.86,0,0
301,PAYMENT,13586.92,C363146516,16537.75,2950.83,M430979518,0.0,0.0,0,0
213,PAYMENT,38624.32,C573558790,0.0,0.0,M104065248,0.0,0.0,0,0
209,CASH_OUT,298159.34,C1189317517,0.0,0.0,C526259863,567179.39,865338.73,0,0
134,PAYMENT,63699.46,C1390069901,51302.0,0.0,M215217880,0.0,0.0,0,0
367,CASH_OUT,902483.91,C1202457928,902483.91,0.0,C2142717530,2271023.91,3173507.82,1,0
163,CASH_OUT,168475.69,C816386322,373627.54,205151.86,C1466073198,6902653.71,7071129.4,0,0
135,CASH_OUT,458945.75,C1032307267,0.0,0.0,C1686848573,988033.32,1446979.07,0,0
33,CASH_OUT,199137.61,C1000430491,0.0,0.0,C739625468,498179.44,697317.05,0,0
329,PAYMENT,7071.95,C1314672518,48856.95,41785.0,M74792397,0.0,0.0,0,0
281,CASH_IN,11032.52,C1394875421,4480113.1,4491145.63,C1249530923,94247.94,83215.42,0,0
203,PAYMENT,5690.41,C1510004789,22125.0,16434.59,M566921382,0.0,0.0,0,0
703,TRANSFER,512922.65,C650074487,512922.65,0.0,C255214104,0.0,0.0,1,0
158,PAYMENT,6600.74,C1765108045,383.0,0.0,M267995339,0.0,0.0,0,0
300,CASH_OUT,56728.93,C1743878239,0.0,0.0,C399205502,352382.44,409111.36,0,0
26,CASH_OUT,331829.94,C1357985676,331829.94,0.0,C255246845,792855.99,1124685.94,1,0
35,TRANSFER,3606943.31,C1054903406,3606943.31,0.0,C755069790,0.0,0.0,1,0
658,CASH_OUT,54583.71,C288327856,54583.71,0.0,C1847735500,0.0,54583.71,1,0
185,TRANSFER,448265.08,C473435189,448265.08,0.0,C1934689735,0.0,0.0,1,0
208,TRANSFER,797545.07,C3214546,5968.0,0.0,C1768664836,259726.14,1057271.21,0,0
164,CASH_OUT,154526.5,C969074612,3648.0,0.0,C214876810,0.0,154526.5,0,0
42,CASH_OUT,115046.54,C1003703192,3089.0,0.0,C769309857,0.0,115046.54,0,0
505,TRANSFER,2979972.78,C1904352957,2979972.78,0.0,C436096516,0.0,0.0,1,0
9,PAYMENT,7874.84,C667023624,459425.94,451551.1,M1769316279,0.0,0.0,0,0
375,CASH_OUT,100660.95,C387111566,0.0,0.0,C8913241,172181.73,272842.68,0,0
181,CASH_OUT,132671.23,C584324011,0.0,0.0,C1349553236,313198.62,445869.85,0,0
279,CASH_OUT,236757.45,C1317321440,0.0,0.0,C461072507,1117259.88,1354017.33,0,0
38,CASH_OUT,220490.16,C873010256,20477.0,0.0,C1150610696,6372873.5,6593363.67,0,0
237,PAYMENT,12826.49,C1031627359,20965.0,8138.51,M2007340814,0.0,0.0,0,0
222,CASH_OUT,1388774.78,C1239064572,1388774.78,0.0,C634051834,411942.91,1800717.69,1,0
531,TRANSFER,3547485.43,C1934752840,3547485.43,0.0,C221266057,0.0,0.0,1,0
234,PAYMENT,6877.88,C1238741337,10203.0,3325.12,M572031103,0.0,0.0,0,0
11,CASH_IN,151356.04,C68472332,3696717.01,3848073.05,C1608690046,528466.33,246395.82,0,0
20,CASH_OUT,62081.9,C818317462,0.0,0.0,C886888353,1381502.24,1443584.14,0,0
36,TRANSFER,122497.39,C839546809,0.0,0.0,C1442022106,1732476.63,2274739.29,0,0
406,TRANSFER,126192.63,C1857315349,126192.63,0.0,C1301744071,0.0,0.0,1,0
161,CASH_OUT,199152.09,C1307757611,6764.0,0.0,C1930866362,1803132.97,2002285.06,0,0
115,TRANSFER,1001167.03,C1705399009,1001167.03,0.0,C625524494,0.0,0.0,1,0
133,CASH_OUT,168018.16,C1520605994,0.0,0.0,C1686623004,334106.11,502124.27,0,0
137,PAYMENT,10656.83,C1994058043,0.0,0.0,M395558962,0.0,0.0,0,0
187,CASH_OUT,43420.58,C1598639209,0.0,0.0,C1065565250,344996.16,388416.74,0,0
9,PAYMENT,11344.55,C1241380405,46486.0,35141.45,M1101583986,0.0,0.0,0,0
300,CASH_IN,436996.39,C504586305,2323872.05,2760868.43,C1329139025,1167852.21,730855.83,0,0
207,PAYMENT,1064.92,C762946772,0.0,0.0,M1758144629,0.0,0.0,0,0
346,CASH_OUT,76559.17,C551435442,901240.0,824680.83,C1529194595,0.0,76559.17,0,0
135,PAYMENT,614.35,C1033048575,95217.58,94603.22,M1919260274,0.0,0.0,0,0
18,CASH_OUT,166154.94,C1470529636,0.0,0.0,C532217344,974720.19,1252299.9,0,0
180,CASH_IN,180386.18,C444290362,298943.0,479329.18,C1701116785,491914.58,311528.4,0,0
162,CASH_IN,228919.13,C1118432218,11609.0,240528.13,C1287549945,0.0,0.0,0,0
17,CASH_OUT,374468.49,C238611994,0.0,0.0,C1559048234,1076509.15,1450977.65,0,0
178,CASH_OUT,331412.32,C1549241356,0.0,0.0,C417913403,1252994.04,1584406.36,0,0
213,CASH_IN,112391.68,C1677921234,7299.73,119691.42,C1032953703,446999.5,334607.82,0,0
230,CASH_IN,106359.09,C1177138536,9012054.67,9118413.76,C471971999,688641.79,582282.7,0,0
186,PAYMENT,37692.56,C1735147431,302902.0,265209.44,M517570162,0.0,0.0,0,0
124,CASH_OUT,9639052.83,C1452214555,9639052.83,0.0,C1584664836,313136.58,9952189.42,1,0
305,CASH_OUT,10000000.0,C766182565,10000000.0,0.0,C585344505,0.0,10000000.0,1,0
216,CASH_OUT,52921.61,C1059653253,0.0,0.0,C470822360,61109.72,114031.33,0,0
690,TRANSFER,3574316.05,C1370421735,3574316.05,0.0,C1314506376,0.0,0.0,1,0
374,PAYMENT,8182.34,C770091891,0.0,0.0,M596867546,0.0,0.0,0,0
460,CASH_OUT,440962.56,C719693497,440962.56,0.0,C1184164392,1196175.58,1637138.14,1,0
686,CASH_IN,297548.64,C1016797043,24400.0,321948.64,C1120665858,8088383.71,7790835.06,0,0
33,PAYMENT,7114.95,C497603279,0.0,0.0,M635605978,0.0,0.0,0,0
393,PAYMENT,35696.35,C1123012202,0.0,0.0,M1099148389,0.0,0.0,0,0
300,CASH_OUT,64690.75,C2044634321,11059.0,0.0,C664202464,0.0,64690.75,0,0
396,CASH_OUT,102601.33,C1262356283,0.0,0.0,C690674813,861567.29,964168.62,0,0
276,CASH_OUT,2554948.41,C805776817,2554948.41,0.0,C52020613,0.0,2554948.41,1,0
211,CASH_OUT,55920.39,C1899996143,55920.39,0.0,C1567322020,0.0,55920.39,1,0
210,PAYMENT,3078.24,C1520643828,10554.0,7475.76,M398308217,0.0,0.0,0,0
561,CASH_OUT,1383818.98,C602727752,1383818.98,0.0,C1182308451,26146.79,1409965.77,1,0
185,CASH_IN,237980.65,C790315595,13433.0,251413.65,C1621697580,5320503.43,5218538.3,0,0
274,CASH_IN,79354.56,C1572117822,2688462.43,2767816.98,C1485532477,1108043.75,1028689.2,0,0
492,PAYMENT,11364.84,C641051233,466.0,0.0,M60008550,0.0,0.0,0,0
619,TRANSFER,2341474.44,C532100013,2341474.44,0.0,C586068817,0.0,0.0,1,0
401,PAYMENT,11528.47,C598364015,0.0,0.0,M794352252,0.0,0.0,0,0
297,TRANSFER,5591647.96,C1237857283,5591647.96,0.0,C578388393,0.0,0.0,1,0
401,CASH_OUT,79402.65,C920809487,173182.0,93779.35,C1973795965,550572.01,629974.66,0,0
36,CASH_IN,448698.57,C14072032,10637.0,459335.57,C1603113637,195652.57,0.0,0,0
596,TRANSFER,196385.55,C959692250,196385.55,0.0,C665462756,0.0,0.0,1,0
380,PAYMENT,7006.49,C1925125263,0.0,0.0,M816903757,0.0,0.0,0,0
95,TRANSFER,3492056.91,C1323299934,3492056.91,0.0,C105333987,0.0,0.0,1,0
12,CASH_IN,227511.95,C440873951,1102116.34,1329628.29,C2009566904,1217862.38,990350.43,0,0
155,PAYMENT,10574.87,C1544737432,0.0,0.0,M1184869910,0.0,0.0,0,0
14,CASH_OUT,465486.86,C1072819094,60914.0,0.0,C2078295828,0.0,556881.38,0,0
352,PAYMENT,5623.04,C2139185558,0.0,0.0,M1735846294,0.0,0.0,0,0
525,CASH_IN,88266.19,C436673274,508098.0,596364.19,C1999329994,918876.1,830609.91,0,0
39,CASH_OUT,113944.8,C373417925,0.0,0.0,C838401352,3919683.56,4498524.46,0,0
181,CASH_OUT,179360.25,C693549818,11660.0,0.0,C330392743,133513.33,312873.58,0,0
324,CASH_IN,39191.29,C557594255,0.0,39191.29,C1694934976,374337.43,335146.14,0,0
234,CASH_IN,80071.54,C1064584205,2911827.46,2991899.01,C1918746110,7086968.99,7006897.44,0,0
16,PAYMENT,11847.82,C1460859522,0.0,0.0,M2136685369,0.0,0.0,0,0
20,CASH_OUT,120966.53,C1780702059,0.0,0.0,C844194994,392256.99,513223.52,0,0
157,PAYMENT,31355.46,C1525283174,8194.0,0.0,M1384898438,0.0,0.0,0,0
16,PAYMENT,19763.79,C315620595,92969.0,73205.21,M345654706,0.0,0.0,0,0
138,PAYMENT,5123.5,C1483135498,0.0,0.0,M1438165652,0.0,0.0,0,0
303,CASH_IN,142870.35,C899227358,10157.0,153027.35,C189450471,295093.1,152222.75,0,0
255,PAYMENT,4417.77,C1898509506,20583.0,16165.23,M176806480,0.0,0.0,0,0
610,CASH_IN,139793.74,C1254237744,9752176.37,9891970.11,C688074300,2035368.26,1895574.52,0,0
289,TRANSFER,87219.11,C1011829657,87219.11,0.0,C452349512,0.0,0.0,1,0
538,CASH_OUT,1253358.42,C2016314393,1253358.42,0.0,C1340510647,8398499.24,9651857.66,1,0
302,CASH_IN,282082.25,C1421598095,630366.01,912448.26,C2105547711,921310.87,639228.62,0,0
204,CASH_OUT,425832.6,C765170572,1563.0,0.0,C1560902667,2996748.41,3422581.01,0,0
206,TRANSFER,166382.83,C202810499,11846.0,0.0,C1486617456,19289.87,185672.7,0,0
308,TRANSFER,8329987.53,C1767149444,0.0,0.0,C1813738281,9687300.68,18017288.21,0,0
134,CASH_IN,483718.15,C1459881715,16710.0,500428.15,C2086651669,1243227.42,759509.27,0,0
255,TRANSFER,1031883.69,C1895790447,1608.0,0.0,C8389557,0.0,1031883.69,0,0
230,TRANSFER,1583252.34,C4216092,20094.0,0.0,C1400652009,0.0,1583252.34,0,0
378,CASH_IN,62928.9,C785789488,260348.44,323277.33,C107374793,77174.46,14245.56,0,0
